"id_dataset","full_text","text_bersih","hasil_sentistrength","label_sentistrength","class"
"419","""Halo Peserta Kartu Prakerja Gelombang 64 Akan Ditutup pada Hari Senin TanggalÂ 11 Maret 2024 pukul 23:59 WIB ã…¤ã…¤ ã…¤ã…¤ã…¤ã…¤ ã…¤ã…¤ Bagi Sobat Prakerja yang sudah memiliki akun Prakerja dan sudah melakukan update data diri segera klik tombol Gabung yang ada di dashboard ya! https://t.co/l1fWrnzcPf""",,,,
"420","""work! guys ada yg pernah ngalamin gini ga ya pas daftar kartu prakerja? pdhl aku baru daftar sekali ini https://t.co/Dy8x6qtEcZ""",,,,
"421","""@EllyKoro Kartuprakerja senggol dunk kpk""",,,,
"422","""EMANG BOLEH SESIMPLE INI! Yuk Simak Tips Unik dan Kreatif yang Praktis untuk Sukses dalam Pendaftaran Kartu Prakerja Tahun 2024 - Dicintai https://t.co/lzUoqpBa5c""",,,,
"423","""Kartu Prakerja Gelombang 64 Telah Dibuka! Dapatkan Dana Rp4.200.000! https://t.co/AtkHfQ4Xrz""",,,,
"424","""Seleksi gelombang 64 program Kartu Prakerja tahun 2024 hanya dibuka hingga Senin 11 Maret 2024. Sebelumnya pembukaan kartu prakerja ini dimulai sejak Sabtu (9/3/2024). https://t.co/v0XAIGC6JH @AidilAKBAR""",,,,
"425","""Buruan Daftar Kartu Prakerja Gelombang 64 Bakal Ditutup Besok! https://t.co/ylLsQF4TWd""",,,,
"426","""Buruan Daftar Kartu Prakerja Gelombang 64 Bakal Ditutup Besok! https://t.co/wIpyWhnHjr #Bisnis""",,,,
"427","""(titipan) Buat temen-temen yang masih nganggur tapi pengen dapet uang saku tambahan sekaligus nambah skill nih kartu prakerja Gel 64 sudah dibuka. Bagi yang mau join grup sekaligus sharing-sharing di sana nanti aku tinggalin linknya di komen yaa. Work! https://t.co/LHxVQhh2Wm""",,,,
"428","""@msaid_didu Gila nih....gqk perlu bagiÂ² Bansos	 PKH BPNT BSP BST BLT DD UMKM kartu prakerja Subsidi listrik.... you're the worst! """,,,,
"429","""@worksfess mjb kak kalo di keluarganya udah 2 penerima kartu prakerja dalam 1 kk. berarti gak bisa ikut dalam gelombang nya ya kak?""",,,,
"430","""Pendaftaran Kartu Prakerja Dibuka! Klik Gabung Gelombang 64 Insentif Rp 4 2 Juta Login https://t.co/EHEjQs8M79 Sekarang https://t.co/wjfJhTfGg1""",,,,
"431","""3 Tips untuk Lolos Kartu Prakerja Gelombang 64 Tahun 2024 Daftar Sekarang https://t.co/SgIxHBO6IQ""",,,,
"432","""Kartu Prakerja Gelombang 64 Resmi Dibuka Dapatkan Rp 4 2 Juta dan Lengkapi Syaratnya https://t.co/xSWnBGhSrq""",,,,
"433","""Syarat dan Cara Daftar Kartu Prakerja Gelombang Ke-64 https://t.co/xb5gbTp3FN""",,,,
"434","""gw mau nangis bgt bikin rekenin gabisa donlot sertif vaksin gabisa bikin kartu prakerja jg gbs""",,,,
"435","""Kartu Prakerja gelombang 64 telah resmi dibuka. Simak syarat dan prosedur pendaftarannya berikut ini. https://t.co/fYCivwCbLa""",,,,
"436","""CW // Nganggur Work! Aku mau kasih info ke temen temen yang stress nganggur blm dpt kerja dan temen yang pengen nambah skill nih kartu prakerja Gel 64 sudah dibuka buat yg mau join grup tinggalin jejak aja nanti aku DM https://t.co/p5I1tFPLBC""",,,,
"437","""@ammwoc Kartu Prakerja dari @KemnakerRI kalau MSIB Magang dari @Kemdikbud_RI Hehehe""",,,,
"438","""Pendaftaran Kartu Prakerja Gelombang 64 Dibuka Segera Daftar dengan Langkah Berikut Ini https://t.co/0urMgTt8VO""",,,,
"439","""Wah! Peserta Kartu Prakerja Bakal Dilatih Guru dari Australia https://t.co/HPivYG0jFp""",,,,
"440","""Dibuka Hari Ini Segera Daftar Kartu Prakerja Gelombang 64 dan Dapatkan Benefit Sebesar 4 2 Juta Gini Caranya! https://t.co/LnfP7TVyf3""",,,,
"441","""Dibuka Hari Ini Segera Daftar Kartu Prakerja Gelombang 64 dan Dapatkan Benefit Sebesar 4 2 Juta Gini Caranya! https://t.co/NLZmh2jhKi""",,,,
"442","""-11fess buat yg mau daftar kartu Prakerja di gelombang 64 aku ada grup diskusi buat sharing-sharing nih soal Kartu Prakerja dan pelatihannya Kalo mau bisa komen aja nanti aku dm link grupnya ya """,,,,
"443","""Modal KTP dan KK untuk daftar online ke link yang bakal tersedia bisa dapat uang Rp 4 2 juta dari pemerintah. Cek info Kartu Prakerja Gelombang 64 dibuka kapan. #PinjamanOnline #KURBRI $p https://t.co/F0hDWPt4XF""",,,,
"444","""Kartu Prakerja Gelimombang 64 Sudah Dibuka! https://t.co/Iz9RIufmFY #DoumbeBaki #gntm #eurovisiongr #SOTU2024 #InternationalWomensDay #WomensDay #TraitorsUS #Prakerja #KartuPrakerja #Gelombang64""",,,,
"445","""Kartu Prakerja Gelombang 64 Dibuka! Ayo Segera Daftar! https://t.co/6BBYbDV6fY""",,,,
"446","""Hai jog buat yg mau daftar kartu Prakerja di gelombang 64 aku sudah bikin grup diskusi buat sharing-sharing nih soal Kartu Prakerja nanti bakal share banyak info juga nanti... Kalo mau bisa komen aja nanti aku dm link grupnya ya https://t.co/Kq6KXsDg3p""",,,,
"447","""pemerintah saat ini sedang menjajaki peluang kerja sama program Kartu Prakerja dengan Australia. #bisnisupdate #update #bisnis #text https://t.co/DIYY6jHfAN""",,,,
"448","""Pendaftaran program kartu Prakerja gelombang 64 akan ditutup pada Senin 11 Maret 2024 tepatnya pukul 23.59 WIB. https://t.co/reXIMtD7kG""",,,,
"449","""pemerintah saat ini sedang menjajaki peluang kerja sama program Kartu Prakerja dengan Australia. #bisnisupdate #update #bisnis #text https://t.co/9S6jGaEEvM""",,,,
"450","""Work! Hai guys buat yg mau daftar kartu Prakerja di gelombang 64 malam ini aku dah bikin grup diskusi buat sharing-sharing nih soal Kartu Prakerja nanti bakal share banyak info juga nanti... Kalo mau bisa komen aja nanti aku dm link grupnya ya https://t.co/Uoo2Riq8ei""",,,,
"451","""Pendaftaran untuk Gelombang 64 Kartu Prakerja tahun 2024 telah resmi dibuka! Untuk kamu yang sudah mendaftar ayo segera masuk ke dashboard Prakerja dan klik Gabung Gelombang ! Tetap semangat dan semoga berhasil lolos pada gelombang ini SobatEdu! #Prakerja #gelombang64 https://t.co/ccaGRvQZBL""",,,,
"452","""@txtdrpemerintah Btw kartu prakerja mana ya? Ditungguin ga nongol2 nih pak @jokowi""",,,,
"453","""CW // Prakerja Work! Aku mau kasih info ke temen temen yang stress pengangguran blm dpt krja dan temen yang pengen nambah skill nih kartu prakerja gel 64 sudah dibuka sekarang pelatihan nya jg keren keren ada pembuat website ada HR juga. Oh iya tempat kerja aku jg (cont..) https://t.co/haejXhdo4T""",,,,
"454","""@worksfess nderr kalau belum daftar kartu prakerja coba aja nder daftar lumayan dapat skill dan dapat uang 600K tempt kerjaku lagi buka bimbingan grtis juga kalau mau aku kasih linknya nder""",,,,
"455","""@worksfess Sambil nunggu panggilan kerja bisa banget nih upgrade skill lewat program pemerintah kartu prakerja https://t.co/VNyrn5ibuZ""",,,,
"456","""@cagubnyinyir2 Sebenernya rakyat dah tau makan siang Gratis ga perlu.. toh udah banyak BLT (KIS KIP Bos Kartu Lansia Kartu Prakerja bahkan bisa pinjam uang dari sertifikat Tanah) yang Ganas itu serangan Bansos Gate dan Aparatur yg jadi siluman blm lagi keluarganya diseluruh Indonesia https://t.co/h50C5J6MUo""",,,,
"457","""Admin kartu prakerja lagi ngapain ya sekarang?""",,,,
"458","""Kartu Prakerja Gagal Terus? Jangan Panik 5 Alasan Ini Bisa Jadi Penyebab! beneran di gbk Red Sparks janganmainin hakrakyat B.A.P SMP &amp	 SMA Iroh Paes Korra Sam Kerr Nyepi Hindu #KitaDiamTapiMantau Leipzig Seneng Borneo tds 3 https://t.co/n4LE792tXh""",,,,
"459","""@kegblgnunfaedh ada capres yg punya gagasan Rumah Kerja yg nanti pelamar tak perlu repot bikin lamaran krn dicarikan kerja sesuai pendidikannya eh malah pilih yg nerbitin Kartu Prakerja doang.""",,,,
"460","""@worksfess nder ikutan kartu prakerja dulu aja mayan nambah cuan sama skill""",,,,
"461","""Kartu Prakerja Gagal Terus? Jangan Panik 5 Alasan Ini Bisa Jadi Penyebab! SMP &amp	 SMA Syi'ah Gojo Aceh Sumatera Selatan Paes Kebelet Vietnam Menag #viral Maicih Gege Nikah Rigged Maki Vape Ayam Nyepi https://t.co/2BfCMWaaHO""",,,,
"462","""Alhamdulillah udah bisa memperkejakan 2 orang kasir lulusan kartu prakerja. Sedikit demi sedikit lama-lama jadi Superindo https://t.co/NRqSHZVdtj""",,,,
"463","""Pelatihan berkualitas sangat penting untuk pengembangan profesional dan pribadi. #STUDiLMU #BusinessGrowth #prakerja #kartuprakerja https://t.co/cvk7g6JdNQ""",,,,
"464","""Gaes !!! Panduan Pendaftaran Kartu Prakerja yang Dibuka Kembali Bulan Ini - https://t.co/eFdY7fz7UG https://t.co/QVBKChnqDm""",,,,
"465","""@MichelAdam7__ @unjsecret klo ga sanggup byar kuliah berhenti aja nanti dpt bansos n kartu prakerja. nikmati aja hidup di zaman pinjol judol merajalela""",,,,
"466","""@worksfess nder daftar kartu prakerja aja nder sapa tau kamu lolos nih lumayan bisa tambah skill dan insentif buat jajan nder kalau bingung aku pandu aja nder di https://t.co/nEFIaczT8N""",,,,
"467","""Susah emg ngertiin org yang ga nginjak tanah. Mana paham soal kartu tani PKH PBI BOS Prakerja even pertalite. :)""",,,,
"468","""banget kalian ga ikutan nih . Kantor aku lagi Adain CSR buat bimbingan dan panduan gratis untuk program kartu prakerja ini .Kalau ada yang mau nanti aku kasih link nya di di reply paling atas . Semoga bermanfaat""",,,,
"469","""CW // Pengangguran Work! Gais disini yang belum pernah daftar kartu prakerja atau sudah lolos masih bingung nih tempat kerjaku lagi buka pendampingan gratis sampai kalian dinyatakan lolos dan dapat insentif. Linknya aku kasih di reply pertama ya semoga ini bermanfaat (cont..)""",,,,
"470","""@panditfootball Kartu prakerja sih.""",,,,
"471","""EDISI 16! Menghadapi Tes Kartu Prakerja 2024 dengan Percaya Diri Inilah Contoh Soal Materi Penalaran Kualitatif Lengkap Dengan Kunci Jawaban - Dicintai https://t.co/rPG8FAGadb""",,,,
"472","""lowongan jabatan lingkar kekuasaan. syarat'a 	 1. kosongin batok kepala 2. bunuh hati 3. potong urat malu 4. sertipikat (SNI) nge jilat peminat harap hubungin kerabat'a/pejabat jalur husus terdekat didaerah anda catatan kartu prakerja gk berlaku. https://t.co/qbRHzkqmHN""",,,,
"473","""Pendaftaran Kartu Prakerja Kembali Dibuka Berikut Syarat dan Caranya https://t.co/QKFKzvcq54 https://t.co/XYnmt6s4IU""",,,,
"474","""@idextratime Ganti Kartu Prakerja atau Kartu Pupuk Murah saja mendingan """,,,,
"475","""@hotradero Paling juga kayak dana kartuprakerja ngak jelas tiba tiba uang negara abis tergelontorkan hahahah""",,,,
"476","""@convomf Kartu prakerja hanya lewat online """,,,,
"477","""Apakah Bisa Membatalkan Pelatihan Prakerja yang Sudah Dibeli? Berikut Cara dan Syarat Melakukannya https://t.co/mNPoTMQmjw #Vina2024 #AnantRadhikaWedding #PinkFriday2Tour #GagCityOakland #PinkFriday2 #uksnow #BahrainGP #Prakerja #KartuPrakerja #Gelombang63""",,,,
"478","""work! Ada yang pernah dapet kartu prakerja? Atau ikut pelatihan pelatihan gratis dari prakerja ada yang awalnya ikut pelatihan prakerja trus lanjut ke kerja yang beneran dapet kerjaan?""",,,,
"479","""Begini Syarat dan Cara Daftar Kartu Prakerja Bagi Kalian para Pencari Kerja! https://t.co/cYQ25y3Gd6""",,,,
"480","""Masyarakat dapat mengetahui cara dan syarat membuat akun sekalligus mendaftar Kartu Prakerja 2024 Gelombang 64 berikut ini. https://t.co/Dipv3qsRUW""",,,,
"481","""@curhatprakerja kak tapi di aku gada online payment kartu prakerja""",,,,
"482","""@conbekist Tetap di akun Prakerja Kak. Pembayarannya pakai kartu prakerja. Bisa simak video dari pihak Prakerja ya: https://t.co/7Y1CCkB263""",,,,
"483","""@worksfess gass daftar kartu prakerja aja kak bimbingan dan panduan gratis di https://t.co/nEFIaczT8N sapa tahu abis pelatihan dapet kerja kak""",,,,
"484","""@bawangbom pendaftaran kartu prakerja kak tempat kerjaku lagi ada pendpingan dan panduam gratis gitu sih dan ada bonus up to 850K diluar insentif prakerjanya . bisa isi formnya kak gabung grup""",,,,
"485","""Insentif Uang Kartu Prakerja 2024 Cair Berapa Kali? Simak Jadwal Pencairan dan Cara Daftarnya https://t.co/EJtvRtltAc""",,,,
"486","""@felladinho27 Janjinya : dapet makan siang setiap hari kenyataan : berjalan kaya kartu prakerja sekali dapet udah.""",,,,
"487","""@jilulisme Justru wajib A/B testing lul sblm scale up. Atau sekalian scale up juga bs sebenernya. Klo di kebijakan jaminan sosial (misal PKH Kartu Prakerja Rastra dll) bisa lihat kerjaannya TNP2K.""",,,,
"488","""Buat yang lolos kartu prakerja gelombang 63 masih bingung bgt mau beli kelas? Buruan DM or cek bio aku ya buat konsultasi dan rekomen kelas yang ada insentif tambahannya di luar prakerja Happy to help y'all https://t.co/w8xMpqlXWG""",,,,
"489","""Cara Mengatasi Kode OTP Kartu Prakerja Tidak Masuk ke Email / Tidak Menerima https://t.co/eBTMdmuoCL https://t.co/ur8F8udSbQ""",,,,
"490","""@uwuuu111 @worksfess up to ya kak 850 diluar insentif kartu prakerja . gabung grup aja kak ada CS admin hampir 24 jam""",,,,
"491","""Kabar gembira bagi yang gagal lolos Prakerja Gelombang 63! Kamu bisa ikut Pelatihan di Sini pakai akun Prakerja https://t.co/JtRFavHnpV #pregnancy #motorin #surreal #DunePart2 #TaylorSwift #LoveIsBlind6 #Prakerja #KartuPrakerja #IndonesiaSkillsWeek""",,,,
"492","""@worksfess temen temen yang masih nganggur yuk usaha ikutan kartu prakerja aja lumayan dapat pelatihan gratis dan dapat uang 600RB . lumayan bantu banget keuangan kalian . Kalau bingung aku pandu dan bimbing gratis no joki isi aja ini https://t.co/nEFIaczT8N""",,,,
"493","""Aku dan kursus online yang disponsori oleh kartu prakerja. https://t.co/6V92tPC1sF""",,,,
"494","""Syarat dan Cara Daftar Kartu Prakerja 2024 Gelombang 63 Buka Malam Ini https://t.co/5ahwU1ZD4n""",,,,
"495","""Siapa Saja yang Bisa Lolos Seleksi Kartu Prakerja 2024? Simak Persyaratan dan Ketentuannya https://t.co/Ps3NDAHj6C""",,,,
"496","""LinkAja Indonesia 28 menit Â· Sobat LinkAja gali potensi dirimu dengan Kartu Prakerja dan #SiapDariSekarang Kartu Prakerja adalah program peningkatan kompetensi kerja untuk orang yang memerlukan peningkatan kompetensi. Yuk daftar Kartu Prakerja dan pilih LinkAja/LinkAja Syariah https://t.co/h9xOzxU0YJ""",,,,
"497","""Pendaftaran Kartu Prakerja dibuka kembali! Yuk daftar sekarang dan pilih LinkAja untuk salurkan dana insentifmu! Info selengkapnya cek tautan berikut ya : https://t.co/7YvaX1vV8v Customer Service : https://t.co/dCGCU3OSc2 https://t.co/1LjCnHXo0g""",,,,
"498",""" kertu prakerja itu gmna sii maksudnya nanti kita bisa dpt pelatihan kerjakah? Bayar ngga ya? Keuntungan pake kartu prakerja itu apa? Klo lulusan SMK bisa ngga si dpt kartu prakerja?""",,,,
"499","""Ya elah ga keburu daftar kartu prakerja""",,,,
"500","""Yaah belum rezeki kartu prakerja:( semoga next gelombang bisa dapet deh aamiin""",,,,
"501","""@capekplss mjb kak setau aku kalo mahasiswa/i gak bisa ikut program kartu prakerja deh maaf kalo salah hehe tapi bisa cek dulu aja sih""",,,,
"502","""Program Kartu Prakerja akan kembali dilanjutkan oleh pemerintah Ahyeon . Pesantren . Hindu . Dipecat . Korra . Aang . Bintang 4 . PDKT . Wiranto . Rabu . Rigen . #viralvideo https://t.co/qXjMjjo0Pn""",,,,
"503","""@tanyarlfes btw kerjaan anak tetangga tuh ngumpulin KTP buat kartu prakerja nahh klo dapet tiap bulan dia dapett untung 1 orang 300k kali 6 bulan kali lagi berpuluh-puluh org""",,,,
"504","""EDISI 9! Bahan Latihan Unggulan Contoh Soal Materi Penalaran Verbal Tes Kartu Prakerja 2023 dan Kunci Jawaban yang Akurat untuk Persiapan Terbaik - Dicintai https://t.co/d37Zo5eR79""",,,,
"505","""Work! Boleh tau ga kalian ambil course apa dari kartu prakerja?""",,,,
"506","""Syarat dan Cara Daftar Kartu Prakerja 2024 Gelombang 63 Buka Malam Ini https://t.co/5ahwU1ZD4n""",,,,
"507","""Mahasiswa paling k*ntl adalah berargumentasi tentang pemakzulan jokowi dan kritik program presiden tapi kuliah pake KIP Rumahnya Gas Ijo dapet kartu prakerja kalo sakit BPJS .""",,,,
"508","""Panduan Terbaik untuk Sukses di Tes Kartu Prakerja 2024 Menggunakan Contoh Soal Penalaran Kuantitatif dan Jawaban sebagai Alat Latihan Utama - Dicintai https://t.co/2axW0ASJu9""",,,,
"509","""@kribo_official @pnsdaerahjelata yaelah daripada dipaksain mending kasih aja 15rb ke anaknya dimana2 maksi ke anak sekolah bukan sekedar kenyang tapi variasi kalori informasi makanan cara mengolah sendiri dan distribusi tial daerah pasti beda udh pake bansos blt kip kjp prakerja skrg kartu makan dah""",,,,
"510","""Program Kartu Prakerja akan kembali dilanjutkan oleh pemerintah Dante . Aang . Ponpes . Dispatch . Karam . KAGET BANGET . El Dorado . Kapal . Chalkzone . #viralvideo https://t.co/b9JNLlWmFz""",,,,
"511","""@kumparan Haha.. percaya mereka tidak akan menyediakan makan mereka hanya mengelabui orang orang.. Dulu mereka bikin kartu prakerja akhirnya banyak yang nganggur sekarang buat program makan gratis apakah akan bertanda sebaliknya?""",,,,
"512","""Studium Generale Pembicara: Denni Puspa Purbasari (Direktur Eksekutif Manajemen Pelaksana Program Kartu Prakerja) Topik : Seni Bekerja di Pemerintah Hari tanggal : Rabu 28 Februari 2024 Waktu : Pkl. 09.00 10.45 WIB Media : Daring Zoom atau Youtube itbofficial Live https://t.co/vQyjW4fwe6""",,,,
"513","""Tahun Ini Pemerintah Resmi Lanjutkan Program Prakerja #pemerintah #kartuprakerja #prakerja https://t.co/ElyXa13p08""",,,,
"514","""@cubitisme Ada program kartu prakerja kalau diarahkan dengan benar bisa dimanfaatkan. Ada karang taruna dasawisma pkk posyandu. Kalau dilatih dan dibimbing bisa bentuk komunitas support. Bahan baku lokal juga bisa diserap. Banyak yg bisa diberdayakan seiring waktu jadi rantai mandiri.""",,,,
"515","""Work! Ini kan mau pengumuman kartu prakerja nih semoga kalian lolos ya semuanya .Oh iya perusahaan tempatku kerja lagi buka bimbingan gratis kartu Prakerja nih yang CS nya hampir 24 jam . Kalau mau gabung nanti aku cantumkan linknya di reply paling atas yaa .Semoga (cont..)""",,,,
"516","""Sejak diluncurkan program Kartu Prakerja telah memberikan manfaat kepada 17 5 juta individu di 514 kabupaten/kota seluruh Indonesia. https://t.co/CuzfmQPEky""",,,,
"517","""Berpeluang Besar untuk Sukses Persiapan Maksimal dengan Contoh Soal SKB TKD Tes KartuPrakerja 2024 dan Kunci Jawaban Penalaran Verbal - Dicintai https://t.co/UmqjH8r0jS""",,,,
"518","""Cata cek lolos Kartu Prakerja Gelombang 63 #KartuPrakerja #Prakerja2024 https://t.co/O792LE9nvP""",,,,
"519","""Program Kartu Prakerja akan kembali dilanjutkan oleh pemerintah Dante . karina . Aang . Dispatch . Ponpes . El Dorado . Kapal . Chalkzone . Suki . #viralvideo . #zonauangá… á…  https://t.co/KY7ihMUb0d""",,,,
"520","""Program Kartu Prakerja akan kembali dilanjutkan oleh pemerintah Dante . karina . Aang . Dispatch . Ponpes . El Dorado . Kapal . Chalkzone . Suki . #viralvideo . #zonauangá… á…  https://t.co/boyxrgqm1o""",,,,
"521","""Program Kartu Prakerja akan kembali dilanjutkan oleh pemerintah Dante . karina . Aang . Dispatch . Ponpes . El Dorado . Kapal . Chalkzone . Suki . #viralvideo . #zonauangá… á…  https://t.co/6lpFn5SUHe""",,,,
"522","""@lihatdariatas @ubegebe1 liat yang udh ada aja buktinya selama ini rasio terhadap PDB cenderung turun kesejahteraan rakyat bukan cuma tentang perut lu doang gua udh ngerasa sejahtera dengan adanya kereta di daerah gua gua ngerasa tertolong dengan adanya BPJS kartu prakerja beasiswa dll""",,,,
"523","""Program Kartu Prakerja akan kembali dilanjutkan oleh pemerintah karina . Dante . Aang . Dispatch . Azula . Ponpes . Tahun 92 . #viralvideo https://t.co/7UYvJrf79F""",,,,
"524","""Bukalapak mulai membuka pembelian kelas-kelas pelatihan Kartu Prakerja gelombang pertama di tahun 2024. Selengkapnya https://t.co/kSWzbJ9XdY""",,,,
"525","""@ganjarpranowo Yuk daftar kartu prakerja pak""",,,,
"526","""Cara Daftar Kartu Prakerja 2024 lewat HP https://t.co/g9SI4qv9Me""",,,,
"527","""Segera Daftar! Kartu Prakerja 2024 Gelombang 63 yang akan Ditutup Hari Ini https://t.co/Oxx6B9YMrF""",,,,
"528","""Kreativitas sebagai Kunci Menaklukkan Tes Kartu Prakerja 2024 dengan Pendekatan Tips Unik dan Kreatif Baru yang Berfokus pada Inovasi - Dicintai https://t.co/nTNHd3PZHv""",,,,
"529","""@toe_giman liat janji dan implementasi kartu prakerja sih.. implementasi hanya seremonial di bbrapa titik sekolah.. dan TIDAK SETIAP HARI seminggu sekali atau sebulan sekali malahan bisa setahun sekali.. yang belom kebagian disuruh nunggu janji2 lagi... https://t.co/BnBDrb8ESo""",,,,
"530","""Kartu Prakerja Gelombang 63 Tahun 2024 Segera Ditutup Buruan Daftar Sekarang https://t.co/J8ox3gHirv""",,,,
"531","""Masyarakat diminta berhati-hati saat mendaftar program Kartu Prakerja termasuk jika ada yang mengatasnamakan Tim Prakerja dalam proses tersebut. https://t.co/AdIL77weSI""",,,,
"532","""Disini ada yg daftar kartu prakerja ga?""",,,,
"533","""Program Kartu Prakerja 2024 sudah dimulai di mana peserta lolos mendapatkan total nilai manfaat Rp 4 2 juta. Bagaimana cara daftar Prakerja 2024? https://t.co/742mXcG1sk""",,,,
"534","""Airlangga Hartarto targetkan ada 1 14 juta orang ikut Program Kartu Prakerja 2024 https://t.co/ALF3H764LP""",,,,
"535","""Program Kartu Prakerja kembali dilanjutkan tahun ini di mana untuk pendaftarannya akan ditutup Senin (26/2) pukul 23.59 WIB. https://t.co/qLlqU6Q8B9""",,,,
"536","""Gelombang 63 Masih Dibuka Segini Uang yang Didapat dari Kartu Prakerja https://t.co/aG7y6qT3PQ""",,,,
"537","""Pendaftaran Kartu Prakerja gelombang ke-63 berakhir malam Ini https://t.co/8OVJGE4IPQ""",,,,
"538","""Airlangga Hartarto mengatakan bahwa program Kartu Prakerja ditargetkan untuk dapat memberikan pelatihan kepada 1 14 juta peserta sepanjang tahun ini. #airlanggacenter #prakerja #golkarindonesia https://t.co/IyoXqelbKe""",,,,
"539","""Airlangga Hartarto mengatakan bahwa program Kartu Prakerja ditargetkan untuk dapat memberikan pelatihan kepada 1 14 juta peserta sepanjang tahun ini. #airlanggacenter #prakerja #golkarindonesia https://t.co/f4UaeV3PhH""",,,,
"540","""Airlangga Hartarto mengatakan bahwa program Kartu Prakerja ditargetkan untuk dapat memberikan pelatihan kepada 1 14 juta peserta sepanjang tahun ini. #airlanggacenter #prakerja #golkarindonesia https://t.co/1xqhD7wSI6""",,,,
"541","""JAJARAN BIMKER IKUTI BIMTEK PROGRAM KARTU PRAKERJA Bengkulu Lembaga Pemasyarakatan Kelas IIA Bengkulu mengikuti kegiatan Sosialisasi dan Bimtek Program Kartu Prakerja. Yang di laksanakan oleh manajemen program Kartu Prakerja kementrian Koordinator bidang perekonomian. https://t.co/IJbugJt3XB""",,,,
"542","""KARTU PRAKERJA Yang udah lolos kartu Prakerja tapi masih bingung ambil pelatihan apa aku ada rekomendasi pelatihan yang gampang dan worth it. 100% dibantu dan dibimbing selama masa pelatihan + dapat subsidi kuota internet. Langsung komen atau dm aja""",,,,
"543","""Masih ada waktu nih buat kamu yang belum daftar akun prakerja atau belum gabung gelombang Cus buka website https://t.co/ilfTURoKhh untuk buat akun jika sudah segera klik gabung gelombang ya. Jika ada kendala DM aja ya #Prakerja #Prakerja2024 #KartuPrakerja #zonauang https://t.co/7xv56THObh""",,,,
"544","""Pendaftaran Kartu Prakerja 2024: Cek Syarat dan Kuotanya! https://t.co/1Yj0IrVXSq""",,,,
"545","""Waspada guys ! Pendaftaran prakerja hanya dapat dilakukan secara mandiri di website https://t.co/8wYPVKlYFr dan semua prosesnya gratis tanpa dipungut biaya Yuk segera daftar. Jika ada kendala boleh DM mimin aja #Prakerja #Prakerja2024 #KartuPrakerja #PelatihanPrakerja https://t.co/v7Q68mFDkb""",,,,
"546","""Pendaftaran Kartu Prakerja https://t.co/BmmbRiQIHj""",,,,
"547","""Segera daftar jangan ketinggalan Program Kartu Prakerja 63. https://t.co/Q6hAmjItvY""",,,,
"548","""Link Pendaftaran Kartu Prakerja Gelombang 63 Cek Syarat Lengkapnya di Sini https://t.co/DFYLRuSwDR""",,,,
"549","""Kabar Baik Kartu Prakerja 2024 Kembali Dibuka Peserta yang Lolos Akan Dapat 4 2 Juta ... https://t.co/MCrYNVjCm8""",,,,
"550","""Ingat hari ini terakhir pendaftaran program Kartu Prakerja. Masih ada waktu ayo buruan daftar! https://t.co/V8JkBqDGIs""",,,,
"551","""Ingat hari ini terakhir pendaftaran program Kartu Prakerja https://t.co/uPFv633bK9""",,,,
"552","""mau tanya kalo daftar kartu prakerja tapi alamat tidak sesuai padahal udah konfirmasi ke dukcapil dan datanya sudah benar itu kenapa ya? work!""",,,,
"553","""Apakah Uang Pelatihan Kartu Prakerja 2024 Bisa Dicairkan? https://t.co/OGReCwNqVj""",,,,
"554","""Pengumuman! Pendaftaran Kartu Prakerja Gelombang 63 Hari Ini Terakhir Buruan Daftar https://t.co/w9F5sbyZps""",,,,
"555","""@Metro_TV Kartu Prakerja Harus di Audit""",,,,
"556","""Pendaftaran Kartu Prakerja Gelombang 63 sudah mulai dibuka sejak Jumat (23/2/2024) pukul 19.00 WIB. https://t.co/046xCedK9S""",,,,
"557","""#NewslineTrendingTopic kali ini hadir membahas tentang 'Ada Yang Punya Pengalaman Kartu Prakerja? Efektif Gak?'. Jangan lupa untuk kirimkan komentar kalian dan join live di Instagram dan TikTok kita! Nantikan #NewslineTrendingTopic hari Senin (26/2) pukul 14.05 WIB LIVE. https://t.co/u6lHxOBWuv""",,,,
"558","""Menurutmu seberapa efektif kartu prakerja? A. Sangat membantu B. Perlu ditingkatkan dan diawasi C. Tidak tahu hasilnya apa""",,,,
"559","""Syarat Daftar Program Kartu Prakerja Gelombang 63 2024 https://t.co/x4CSrHV57Q""",,,,
"560","""Syarat dan Cara Daftar Kartu Prakerja 2024 Gelombang 63 Buka Malam Ini https://t.co/5ahwU1ZD4n""",,,,
"561","""EDISI 5! Jalur Cepat Meraih Sukses Tes Kartu Prakerja 2024 Persiapan Maksimal dengan Contoh Soal Penalaran Verbal dan Kunci Jawaban - Dicintai https://t.co/lmpG74wCjo""",,,,
"562","""Airlangga Hartarto mengatakan bahwa program Kartu Prakerja ditargetkan untuk dapat memberikan pelatihan kepada 1 14 juta peserta sepanjang tahun ini. #airlanggacenter #prakerja #golkarindonesia https://t.co/3GGBsP1LY1""",,,,
"563","""Airlangga Hartarto mengatakan bahwa program Kartu Prakerja ditargetkan untuk dapat memberikan pelatihan kepada 1 14 juta peserta sepanjang tahun ini. #airlanggacenter #prakerja #golkarindonesia https://t.co/6ENHCdtJmb""",,,,
