"id_dataset","full_text","text_bersih","hasil_sentistrength","label_sentistrength","class"
"152","""@Muhayya__ @kegblgnunfaedh Kartu prakerja juga banyak yg salah sasaran contoh tmen gw yg udah kerja daftar prakerja malah dapet wkwk""",,,,
"153","""Yuk Kenalan Apa Itu Kartu Prakerja Yang Mendadak Viral 1 Mei 2024 Ini https://t.co/Iys0ctpYxA""",,,,
"154","""Program Kartu Prakerja bertujuan utk mengembangkan kompetensi angkatan kerja meningkatkan produktivitas dan daya saing angkatan kerja serta mengembangkan kewirausahaan. Baca lebih lanjut https://t.co/K3yK1P0ZP4 https://t.co/fkUD6Js5s1""",,,,
"155","""Terus kalo udah lolos Kartu Prakerja kita pelatihannya di mana min? Untuk pelatihan Kartu Prakerja sendiri terdiri dari 3 jenis pelatihan. Ada pelatihan webinar pembelajaran mandiri dan pelatihan tatap muka. Nanti kalian bisa pilih aja pelatihan yang kalian mau ya""",,,,
"156","""Kartu Prakerja terdiri dari beberapa gelombang nah sekarang sudah sampe gelombang 66. Untuk mengetahui pembukaan gelombangnya kalian bisa langsung follow akun Prakerja yang ada di Instagram ya biar nggak ketinggalan infonya. Nih mimin kasih linknya https://t.co/1E4Sna1rwP""",,,,
"157","""Kenapa sih harus daftar Kartu Prakerja? Nih mimin kasih tau aja kalo kamu jadi peserta yang lolos Kartu Prakerja kamu bisa mendaoatkan paket manfaat senilai Rp4.200.000 yang tediri dari: https://t.co/kYCjxeqNYj""",,,,
"158","""Apa sih Program Kartu Prakerja itu? Kartu Prakerja adalah program pelatihan yang diberikan oleh pemerintah untuk meningkatkan kompetensi kerja dan kewirausahaan https://t.co/a0OSvQC1nh""",,,,
"159","""Hai teman teman Ubahpedia! ï¸ Siapa nih yang baru lulus masih ngerasa banget butuh upskilling dan bingung karena biasanya harganya cukuo menguras dompet. Eits..jangan risau hari ini Manies akan kasih info seputar tips persiapan kerja mengenai Program Kartu Prakerja. https://t.co/TBfQfT0yar""",,,,
"160","""@tanyakanrl kenapa kartu prakerja dnon aktifkan ya""",,,,
"161","""@tanyarlfes Suka bingung gimana cerita KIPK dll bisa salah sasaran kayak pernah KTP ku kok bisa masuk list penerima bansos semacamnya gitu sampe ga bisa daftar kartu prakerja di tolak mulu""",,,,
"162","""Lagi Cari Uang Tambahan? Kartu Prakerja Buka Webinar Gratis tentang Kerja Sampingan Baca selengkapnya disini https://t.co/GZyyDH5dOF""",,,,
"163","""@undipmenfess jadi inget jaman covid ada org sudah kerja di salah satu RS namun ngajuin kartu prakerja dan hasilnya lolos dapet 600rb x 3bulan padahal bapak ibunya bisnis batik dia nya sendiri tidak di PHK kalo gini selalu inget dawuhe ibu apa yang bukan hakmu jangan kamu ambil apapun itu """,,,,
"164","""Panduan Lengkap Pendaftaran dan Penggunaan Kartu Prakerja : Pelajari Keahlian Baru dan Raih Insentif Menarik https://t.co/8cLH30DqLo""",,,,
"165","""Hore! Lolos Kartu Prakerja Gelombang 66? Begini Cara Klaim Saldo DANA Rp700.000 https://t.co/w7P2mGksnF""",,,,
"166","""@rousseau_yd @miekusut Ikut komen ah : jgn kan ini kartu prakerja yg dulu ituuu...banyak loh yg salah guna dan salah sasar """,,,,
"167",""" tuh pendaftaran kartu prakerja mau dibuka. lumayan dapat uang saku per bulan. tabung aja bisa aja tapi sadar diri gue belum mau kerja dan biaya hidup masih ditanggung keluarga nanti aja kalau mau kerja beneran""",,,,
"168","""Buruan Daftar! Pendaftaran Kartu Prakerja Gelombang 67 Telah Dibuka Dapatkan Insentif Jutaan Rupiah! https://t.co/1rIW9qbLwU""",,,,
"169","""@yaynyam @worksfess Kak mau tanya kalau alur buat kartu prakerja itu panduannya cari dimana ya thanks""",,,,
"170","""Pendaftaran Kartu Prakerja Gelombang 67 Segera Dibuka Catat Tanggalnya! #NewsUpdate #BisnisIT #Olahraga #Lifestyle #SudutPandang #Daerah #Parlemen https://t.co/qVkVeRZg1b""",,,,
"171","""@worksfess Kak maaf nanya kalo mau daftar prakerja itu maximum itu 2 orang 1 kartu keluarga ya?""",,,,
"172","""Kabar Baik! Gelombang 67 Kartu Prakerja Segera Dibuka! Dapatkan tambahan saldo DANA GRATIS hingga Rp700.000! Simak cara mendaftar dan syaratnya di https://t.co/kw5TJOZ7yS sekarang! #KartuPrakerja #AyobacaNews #DANA #Pelatihan #Insentif https://t.co/NlZZRji6Fn""",,,,
"173","""Awas! Saldo Pelatihan Gelombang 66 Kartu Prakerja Bisa Hangus Peserta Lolos Segera Lakukan Ini #News #NewsUpdate #BisnisIT #Olahraga #Lifestyle #SudutPandang #Daerah #Parlemen https://t.co/ctY06hskiB""",,,,
"174","""Apakah Penerima Bansos BPNT dan PKH Bisa Mendaftar Kartu Prakerja 2024? Cek Cara Pendaftaran Prakerja Gelombang 66 https://t.co/8UebcJXxRn #bansos #KartuPrakerja #Prakerja #PKH""",,,,
"175","""@worksfess nder itu nomor km sm kartu prakerja km tutupin ih""",,,,
"176","""@worksfess Aku gak pernah pake prakerja sihh tp ini nomer telefon sama nomer kartu gak di sensor gapapa kah?""",,,,
"177","""@historyofpersib Jang mpeb jang mpeb gs di bere jaminan kartap fasilitas ngenah stadion deket imah tinggal nyikreuh bpjs kelas 1 kartu inhealt boga prakerja lolos kudu di bere naon deui???""",,,,
"178","""Yang mau ikut prpgram kartu prakerja buat nambah uang saku aku punya grup diskusinya siapa tau butuh #zonauang""",,,,
"179","""Airlangga Pamerkan Program Kartu Prakerja yang Diinisiasi Jokowi Berhasil Bantu 18 7 Juta Orang #jatimdamai Syifa #SongHyeKyo Coach Justin Ka'bah Chandrika Chika #XODIAC1stANNIVERSARY #TerimakasihLuka Zayne Anies Prabowo Fedi https://t.co/xpCLvvzdll""",,,,
"180","""Airlangga Pamerkan Program Kartu Prakerja yang Diinisiasi Jokowi Berhasil Bantu 18 7 Juta Orang #jatimdamai Syifa #SongHyeKyo Coach Justin Ka'bah Chandrika Chika #XODIAC1stANNIVERSARY #TerimakasihLuka Zayne Anies Prabowo Fedi https://t.co/7Wmwj6ozKs""",,,,
"181","""Airlangga Pamerkan Program Kartu Prakerja yang Diinisiasi Jokowi Berhasil Bantu 18 7 Juta Orang #jatimdamai Syifa #SongHyeKyo Coach Justin Ka'bah Chandrika Chika #XODIAC1stANNIVERSARY #TerimakasihLuka Zayne Anies Prabowo Fedi https://t.co/hqipj1V9g9""",,,,
"182","""Pengumuman Seleksi Program Kartu Prakerja Gelombang 66 Buruan Cek https://t.co/yld0rKCDC7 #Bisnis""",,,,
"183","""Hasil Seleksi Kartu Prakerja Gelombang 66 Diumumkan Kapan? Cek Jadwalnya di Sini. Selengkapnya di link: https://t.co/XAI8lt80nZ""",,,,
"184","""Hehe ga lolos kartu prakerja""",,,,
"185","""Selamat Penerima Kartu Prakerja Gelombang 66 Langkah Apa Setelahnya? Yuk Simak Tipsnya https://t.co/2DTBvtyqdw""",,,,
"186","""@shxxllxa @worksfess Itu nomor kartu Prakerja di sensor ka atau td aja""",,,,
"187","""Cek dashboard Prakerja untuk melihat Nomor Kartu Prakerja dan pastikan dana pelatihan kalian sudah tersedia. Jangan lupa untuk membeli kelas pelatihan pertamamu di Pelatihan Prakerja by Cybers Academy. https://t.co/i2WgL24UEC""",,,,
"188","""Pelatihan Prakerja by The Bencoolen Coffee telah diikuti oleh 34.000 alumni kartu prakerja. Untuk kalian yang ingin menjadi wirausaha di bidang kopi kekinian tim kami akan membimbing kalian sampai bisa membuka usaha kalian sendiri. https://t.co/T9DrC5yg4p""",,,,
"189","""Cek dashboard Prakerja untuk melihat Nomor Kartu Prakerja dan pastikan dana pelatihan kalian sudah tersedia. Jangan lupa untuk membeli kelas pelatihan pertamamu di Pelatihan Prakerja by The Bencooleen Coffee. https://t.co/FSA0sntVlf""",,,,
"190","""Selamat bagi kalian yang telah lolos Kartu Prakerja Gelombang 66 ! ã…¤ã…¤ ã…¤ã…¤ã…¤ ã…¤ Bagi Peserta Gelombang 66 yang Belum ambil PelatihanÂ dan Masi memiliki sisa saldo ayo Ambil Kelas Pelatihanmu sekarang juga Bersama The Bencooleen Coffee!! ã…¤ã…¤ ã…¤ https://t.co/zHkaZIKIpn""",,,,
"191","""Pelatihan Prakerja by The Bencoolen Coffee telah diikuti oleh 34.000 alumni kartu prakerja. Untuk kalian yang ingin menjadi wirausaha di bidang kopi kekinian tim kami akan membimbing kalian sampai bisa membuka usaha kalian sendiri. https://t.co/8lV10O0LSX""",,,,
"192","""Cek dashboard Prakerja untuk melihat Nomor Kartu Prakerja dan pastikan dana pelatihan kalian sudah tersedia. Jangan lupa untuk membeli kelas pelatihan pertamamu di Pelatihan Prakerja by The Bencooleen Coffee. https://t.co/juuwxjj9Dn""",,,,
"193","""Selamat bagi kalian yang telah lolos Kartu Prakerja Gelombang 66 ! ã…¤ã…¤ ã…¤ã…¤ã…¤ ã…¤ Bagi Peserta Gelombang 66 yang Belum ambil PelatihanÂ dan Masi memiliki sisa saldo ayo Ambil Kelas Pelatihanmu sekarang juga Bersama The Bencooleen Coffee!! ã…¤ã…¤ ã…¤ https://t.co/vqfncWK9v6""",,,,
"194","""Program Kartu Prakerja juga memperkuat target SDGs lainnya yakni pendidikan yang berkualitas dan kesempatan belajar seumur hidup kesetaraan gender dan pemberdayaan perempuan serta mendorong pengentasan kemiskinan.""",,,,
"195","""Saya juga memperkenalkan Program Kartu Prakerja kepada seluruh peserta yang hadir. Program Kartu Prakerja merupakan contoh nyata bagaimana inovasi digital membantu pemerintah mencapai SDGs dengan mendorong lapangan kerja produktif dan pekerjaan layak.""",,,,
"196","""Menko Airlangga: Program Kartu Prakerja Turut Dukung Ekonomi Digital Indonesia https://t.co/owk1W0TF49 Pandemi telah menjadi pemicu lahirnya inovasi digital di berbagai sektor seperti kesehatan pendidikan dan ketenagakerjaan. #KartuPraKerja #EkonomiDigital https://t.co/Cy43irpK9d""",,,,
"197","""Work! Guys pengumuman lolos kartu prakerja tu biasanya berapa hari setelah tgl terakhir pendaftaran ya? Adakah yg udh lolos gelombang 66?""",,,,
"198","""Pendaftaran Kartu Prakerja Gelombang 66 Telah Dibuka! Buruan Daftar dan Dapatkan Insentif Mulai Rp 700 ribu https://t.co/LR0VkFFEgt""",,,,
"199","""@Boediantar4 Posyandu posbindu KIP KIS Kartu Prakerja Bansos..tua muda balita sampai bumil stunting dan masih banyak lagi....ayoo kawal dan jaga bersama sama gak usah banyak demo Program pemerintah sudah banyak yang baik...""",,,,
"200","""&lt	p id= isPasted &gt	Pemerintah juga ikut berbagi pengalaman menggerakkan ekonomi digital Indonesia dengan Kartu Prakerja.&lt	/p&gt	 https://t.co/GQelzOD2zj""",,,,
"201","""Menko Airlangga: Program Kartu Prakerja Gerakkan Ekonomi Digital Indonesia https://t.co/g5yCKFLpni #Bisnis""",,,,
"202","""Menko Airlangga Berbagi Pengalaman Kartu Prakerja di Forum Ekonomi Asia Pasifik https://t.co/ULyDv0WcyZ""",,,,
"203","""#BeritaEkon Hai #SahabatEkon Menko Airlangga dalam The 80th session of Economic and Social Commission for Asia and the Pacific berbagi pengalaman Indonesia menggerakkan ekonomi digital dengan Kartu Prakerja. selengkapnya https://t.co/z49yIMCDqu #EKONomiLaju #IndonesiaMaju https://t.co/4BFT1NooYi""",,,,
"204","""#BeritaEkon Hai #SahabatEkon Menko Airlangga dalam The 80th session of Economic and Social Commission for Asia and the Pacific berbagi pengalaman Indonesia menggerakkan ekonomi digital dengan Kartu Prakerja. selengkapnya https://t.co/z49yIMCDqu #EKONomiLaju #IndonesiaMaju https://t.co/nnojgYUdq0""",,,,
"205","""Menko Airlangga Berbagi Pengalaman Menggerakkan Ekonomi Digital Indonesia dengan Kartu Prakerja https://t.co/g54avOiWnj""",,,,
"206","""Jadwal Pengumuman Seleksi Gelombang 66 Kartu Prakerja Jika Lolos akan Dapat Dana Rp4 2 Juta #News #NewsUpdate #BisnisIT #Olahraga #Lifestyle #SudutPandang #Daerah #Parlemen https://t.co/EwtVLvc0uS""",,,,
"207","""TELAH TAYANG KELAS BARU DI STUDiLMU! Yuk ikuti kelas Prakerja STUDiLMU dengan judul MEMBUAT KONTEN IKLAN BAGI PROFESIONAL PERIKLANAN DAN PEMASARAN agar kamu mampu membuat konten iklan yang menarik. #STUDiLMU #BusinessGrowth #prakerja #kartuprakerja #kelasbaru #kelasprakerja https://t.co/FtkYFKS06e""",,,,
"208","""@kompascom lha kartu prakerja juga belum cair cair sampai sekarang padahal belanja untuk apps pembelajaranya harus dibayarkan kapan cairnya nih pak ?? keknya udah hampir setahun gak cair cair nih.""",,,,
"209","""Selamat! Cek Pengumuman Kartu Prakerja Gelombang 66 2024 Klik di Link Resmi https://t.co/SozyJ3zIHL Begini Caranya! https://t.co/3nETSWxSWJ""",,,,
"210","""Pendaftaran Kartu Prakerja Gelombang 66 Masih Dibuka: Dapatkan Insentif Rp700.000 dan Pelatihan Berkualitas! https://t.co/f3JAiLS9gk""",,,,
"211","""Pendaftaran Gelombang 66 Kartu Prakerja Hari Ini Terakhir! Simak Syarat Dapat Dana Rp4 2 Juta https://t.co/xGC8SMlyxc #News #NewsUpdate #BisnisIT #Olahraga #Lifestyle #SudutPandang #Daerah #Parlemen""",,,,
"212","""@DraftAnakUnpad Coba main LinkedIn dan banyakin koneksi Sebenarnya kerja ga sesuai jurusan oke2 aja Coba di batch kartu prakerja selanjutnya ikutan dan ambil course sesuai minat Baiknya buat adik2 yg masih awal kuliah coba fokusin bidang yg disuka dan kumpulin portofolio sebanyak mungkin""",,,,
"213","""Strategi Memaksimalkan Manfaat Kartu Prakerja dari Pendaftaran hingga Pelatihan https://t.co/MhjbShtDMG #TempoIndonesiana""",,,,
"214","""Simak Berikut Jadwal Pengumuman Hasil Seleksi Kartu Prakerja Gelombang 66: Penerima Dapat Rp4 2 Jut https://t.co/cxgCldwFnl""",,,,
"215","""7 Tips Agar Lolos Seleksi Kartu Prakerja Gelombang 66 https://t.co/amHYSlQKtO""",,,,
"216","""Work! Guys sender mau daftar kartu prakerja trs belum klik kotak dibawah niatnya mau ngerjain malem ini kalo webnya ditutup gabakal kenapa2 kan ya? Atau harus ngerjain saat ini juga? Tia https://t.co/p2h35kZYbO""",,,,
"217","""@thatmeonly3 @liaasister Gak kerja aja digaji loh sama beliau lewat kartu prakerja.""",,,,
"218","""Syarat dan Cara Daftar Kartu Prakerja Gelombang 66 https://t.co/Ipm1qYogdA""",,,,
"219","""Berapa Kali Insentif Uang Kartu Prakerja 2024 Cair? Ini Jadwal Lengkapnya https://t.co/ds0mS7L0iG""",,,,
"220","""@RenaAngelica Saya dukung nama setiap kewan peliharaan masuk kartu keluarga. Supaya namanya bisa didaftarkan sebagai anggota prakerja wkwkwk.""",,,,
"221","""Kartu Prakerja Gelombang 66 Ditutup Hari Ini Cek Syarat Lolos dan Raih Insentif Rp4 2 Juta https://t.co/z4z2IFeFkU""",,,,
"222","""Kartu prakerja gelombang 66 memasuki masa terakhir pendaftaran Senin (22/4/2024) pukul 23:59 WIB. Laman Instagram KartuÂ Prakerja @kartuprakerja turut mengingatkan bagi anda yang sampai saat ini belum melakukan pendaftaran. https://t.co/HsnvgejZQR via @tribunnews""",,,,
"223","""Berakhir Hari Ini Senin 23.59 WIB Berikut Syarat dan Cara Daftar Kartu Prakerja Gelombang 66 https://t.co/XfWOsUD9W2""",,,,
"224","""Pendaftaran Kartu Prakerja Gelombang 66 Ditutup Hari ini Buruan Daftar! https://t.co/JixfsELhiK""",,,,
"225","""Notifikasi hasil seleksi akan tampil di dashboard Kartu Prakerja. Sobat bisa cek secara berkala. Sobat prakerja yuk daftarkan dirimu segera di platform pakerja dan ikut kelas kami!! https://t.co/yPogN3RrHs""",,,,
"226","""Halo Peserta Kartu Prakerja Gelombang 66 Akan Ditutup pada Hari Senin TanggalÂ 22 April 2024 pukul 23:59 WIB ã…¤ã…¤ ã…¤ã…¤ã…¤ã…¤ ã…¤ã…¤ Bagi Sobat Prakerja yang sudah memiliki akun Prakerja dan sudah melakukan update data diri segera klik tombol Gabung yang ada di dashboard ya! https://t.co/EMDt81fXlr""",,,,
"227","""Notifikasi hasil seleksi akan tampil di dashboard Kartu Prakerja. Sobat bisa cek secara berkala. Sobat prakerja yuk daftarkan dirimu segera di platform pakerja dan ikut kelas kami!! https://t.co/fsB1WyHNUK""",,,,
"228","""Halo Peserta Kartu Prakerja Gelombang 66 Akan Ditutup pada Hari Senin TanggalÂ 22 April 2024 pukul 23:59 WIB ã…¤ã…¤ ã…¤ã…¤ã…¤ã…¤ ã…¤ã…¤ Bagi Sobat Prakerja yang sudah memiliki akun Prakerja dan sudah melakukan update data diri segera klik tombol Gabung yang ada di dashboard ya! https://t.co/TmYvC0xJU2""",,,,
"229","""Notifikasi hasil seleksi akan tampil di dashboard Kartu Prakerja. Sobat bisa cek secara berkala. Sobat prakerja yuk daftarkan dirimu segera di platform pakerja dan ikut kelas kami!! https://t.co/Zsjj3DoZbH""",,,,
"230","""Halo Peserta Kartu Prakerja Gelombang 66 Akan Ditutup pada hari Senin Tanggal 22 April 2024 pukul 23:59 WIB !! ã…¤ã…¤ ã…¤ã…¤ã…¤ã…¤ ã…¤ã…¤ Bagi Sobat Prakerja yang sudah memiliki akun Prakerja dan sudah melakukan update data diri segera klik tombol Gabung yang ada di dashboard ya https://t.co/iEzBE397pH""",,,,
"231","""Pendaftaran Kartu Prakerja Gelombang 66 Ditutup Hari ini Buruan Daftar! https://t.co/2UdQdOFgxf #Bisnis""",,,,
"232","""hari ini penutupan kartu prakerja loh masih ada yang belum punya akun""",,,,
"233","""Pendaftaran Kartu Prakerja Gelombang 66 akan ditutup pada hari ini Senin 22 April 2024 pukul 23.59 WIB. https://t.co/i3GWnCRa36""",,,,
"234","""Cara Daftar Kartu Prakerja Gelombang 66 dengan Mudah dan Cepat https://t.co/3S9Zy1bv7L https://t.co/5gpgsZHqvC""",,,,
"235","""@jingkontot_ @Lvnarwaves @KemnakerRI tolong pak kasih kerja an atau kartu prakerja juga gak apa2 kasian saya liat nya tiap hari bingung nyari buat makan""",,,,
"236","""@MyQoriSuwendo @ARSIPAJA Masyarakat yang menengah ke bawah dengan bantuan kartu id pintar prakerja dll""",,,,
"237","""Pendaftaran Kartu Prakerja Gelombang 66 Telah Dibuka! Buruan Daftar dan Dapatkan Insentif Mulai Rp 700 ribu https://t.co/ClGZuliSal""",,,,
"238","""di tahap ngikut kartu prakerja https://t.co/8795kmBPOC""",,,,
"239","""Dibuka hingga Besok Senin Ini Syarat dan Cara Daftar Kartu Prakerja Gelombang 66 https://t.co/0iJtROWoG0""",,,,
"240","""Begini Cara Daftar Kartu Prakerja Gelombang 66 Tanpa Ribet https://t.co/CaUiyLxMJs""",,,,
"241","""PENGUMUMAN Lolos Gelombang 66 Kartu Prakerja 2024 KAPAN Diumumkan? (MF) #KartuPrakerja #Gelombang66 #Pengumuman #Lolos https://t.co/DtvKR3TRM1""",,,,
"242","""BOCORAN KUNCI JAWABAN SOAL TES KARTU PRAKERJA SESI 1! Simak dan Pelajari Bagaimana Cara Menjawab Pertanyaan TKD Materi Penalaran Verbal - Dicintai https://t.co/eB1KHC9Oce""",,,,
"243","""Kartu Prakerja Gelombang 66 Tahun 2024 Resmi Dibuka! Pentingnya Memperhatikan Hal Ini agar Tidak Sia-sia dan Maksimalkan Manfaat yang Diterima - Dicintai https://t.co/hcD86MzIM0""",,,,
"244","""Pendaftaran Kartu Prakerja Gelombang 65 ini akan ditutup pada hari ini Senin 22 April 2024 pukul 23.59 WIB. https://t.co/ifjDioJQPO""",,,,
"245","""Pendaftaran Kartu Prakerja gelombang 66 sudah dibuka! Dapatkan semua informasi tentang cara daftar syarat dan manfaat dari program ini sebelum ditutup pada 22 April. Simak selengkapnya di sini! https://t.co/Tsz2mTcYKF https://t.co/1t2FxZ3F0y""",,,,
"246","""Panduan Lengkap: Cara Daftar Kartu Prakerja dan Dapatkan Saldo DANA Gratis Selengkapnya dengan link: https://t.co/AL4a4UEFIA""",,,,
"247","""@fvnworld @DraftAnakUnpad Betul Kayak kartu prakerja Ada jokinya Temen smk w nawarin w kemaren biar dapet jadi joki dia W ga mau lah wkwkwkwkkwwk""",,,,
"248","""Panduan Cara Daftar Kartu Prakerja Gelombang 66 Simak Selengkapnya! https://t.co/Lsq3campGe""",,,,
"249","""Angin Segar: Pendaftar Kartu Prakerja Akan Mendapatkan Saldo DANA Rp700 ribu Secara Gratis Ikuti Langkah Ini Supaya Lolos! https://t.co/ZqGqAxa1VE""",,,,
"250","""Angin Segar: Pendaftar Kartu Prakerja Akan Mendapatkan Saldo DANA Rp700 ribu Secara Gratis Ikuti Langkah Ini Supaya Lolos! https://t.co/ZqGqAxa1VE""",,,,
"251","""Pendaftaran Kartu Prakerja Gelombang 66 Dapatkan insentif dan pelatihan dengan mendaftar Kartu Prakerja Gelombang 66 sekarang! Tingkatkan karir Anda hari ini. https://t.co/sXHbsl1HJ5""",,,,
"252","""Terbongkar: Daftar Program Kartu Prakerja Gelombang 66 Langsung Mendapatkan Saldo DANA Gratis Rp700 Ribu Simak dan Perhatikan Tips dan Trik Berikut! https://t.co/YauyDlr6m6""",,,,
"253","""Pemerintah Buka Pendaftaran Kartu Prakerja Gelombang 66 Dapatkan kesempatan baru untuk meningkatkan karier Anda dengan pendaftaran Kartu Prakerja Gelombang 66. Segera daftar sebelum ditutup! https://t.co/3vKxGzF09M""",,,,
"254","""GELOMBANG 66 SUDAH DIBUKA! Daftar Kartu Prakerja 2024 di Sini Ini Syarat Lolos dan Dapat Rp700 Ribu dari https://t.co/z4L2pSaWcr https://t.co/1cSe8H2wqX""",,,,
"255","""Berikut beberapa berita populer Money https://t.co/4VOOkFAPN4 mulai dari pembukaan program kartu Prakerja gelombang 66 hingga pembahasan kereta cepat. https://t.co/ws8dwzPV4r""",,,,
"256","""Ini Cara Dapatkan Dana Pelatihan Rp 4 2 Juta di Kartu Prakerja Gelombang 66 yang Sudah Resmi Dibuka https://t.co/o5kAE4p0tF lewat @banjarmasinpost""",,,,
"257","""Kartu Prakerja Gelombang 66 Dibuka Begini Cara Daftarnya https://t.co/NOfGlWpI8U https://t.co/RpAR8nRch1""",,,,
"258","""Cara Daftar Kartu Prakerja Gelombang 66 dan Persyaratan Bisa Dapat Insentif Rp 600.000 https://t.co/14XTkUPbNs""",,,,
"259","""Kartu Prakerja Gelombang 66 Resmi Dibuka Ada Bonus Saldo DANA Gratis OVO dan GoPay Rp700 Ribu Cek Persyaratannya https://t.co/IKhPJyOyKx""",,,,
"260","""Kartu Prakerja Gelombang 66 Resmi Dibuka Ada Bonus Saldo DANA Gratis OVO dan GoPay Rp700 Ribu Cek Persyaratannya: Pendaftaran Program Kartu Prakerja Gelombang 66 dari pemerintah resmi dibuka Jumat 19 April 2024 bisa dapat insentif saldo DANA gratis https://t.co/qO5fkin0Ad https://t.co/hyaHtvzLtz""",,,,
"261","""Kartu Prakerja Gelombang 66 Telah Dibuka! Simak Link Serta Cara Daftarnya https://t.co/IlxNZZVz5K""",,,,
"262","""Pemerintah Indonesia melalui Kementerian Koordinator Bidang Perekonomian kembali membuka kesempatan bagi masyarakat untuk mendaftar dalam program Kartu Prakerja Gelombang 66. Ini Cara Daftar dan Persyaratannya untuk dapat Saldo Dana Gratis! https://t.co/mXGJiLnTgD""",,,,
"263","""Pendaftaran Kartu Prakerja Gelombang 66 resmi dibuka pada hari ini Jumat 19 April 2024. Yuk cek syarat cara daftar dan uang yang bisa didapat di sini. #kartuprakerja #kartuprakerjagelombang66 #Bantuan #bansos https://t.co/jEOIDGOMs9""",,,,
"264","""Pendaftaran Kartu Prakerja Gelombang 66 resmi dibuka pada Jumat (19/4/2024). Segera daftar di situs https://t.co/8PcwUYjGDI untuk dapat insentif Rp 600.000. https://t.co/b02WT7tbyj""",,,,
"265","""Buka Hari Ini Hingga Senin Ini Syarat Daftar Kartu Prakerja Gelombang 66 Hingga Dapat Rp 4 2 Juta https://t.co/JQCw3PbEHN via @tribunnews""",,,,
"266","""AUTO LOLOS TES KARTU PRAKERJA 2024! Ternyata Begini 2 Model Contoh Soal yang Akan Keluar Pelajari Kunci Jawaban Sebelum Mengikuti Ujian Sebenarnya - Dicintai https://t.co/kxi9galcQQ""",,,,
"267","""#KartuPrakerjaGelombang66 Kartu Prakerja Gelombang 66 Dibuka! Daftar Sebelum 22 April Berikut Cara Lengkap Raih Saldo 4 2 Jt https://t.co/Rur3V1KSbh via @tribunnews""",,,,
"268","""Kartu Prakerja Gelombang 66 Dibuka Ini Link untuk Dapat Uang Rp700 Ribu Baca selengkapnya disini https://t.co/ktYFT48aes""",,,,
"269","""Pendaftaran Kartu Prakerja gelombang 66 ini akan ditutup Senin (22/4/2024) pukul 23.59 WIB. https://t.co/g1R09Js7sL""",,,,
"270","""Program Kartu Prakerja Gelombang 66 Dibuka Hari ini Buruan Daftar! https://t.co/52R9JwyokY #Bisnis""",,,,
"271","""Program Kartu Prakerja Gelombang 66 Dibuka Hari ini Buruan Daftar! https://t.co/dX1FBHF1No""",,,,
"272","""Seperti yang diketahui pemerintah kembali membuka program Prakerja. Bantuan Rp 700.000 akan langsung masuk ke dompet digital DANA. Berikut cara daftar Kartu Prakerja gelombang 66: https://t.co/KuCMKLq7iS""",,,,
"273","""Pelatihan Prakerja by The Bencoolen Coffee telah diikuti oleh 34.000 alumni kartu prakerja. Untuk kalian yang ingin menjadi wirausaha di bidang kopi kekinian tim kami akan membimbing kalian sampai bisa membuka usaha kalian sendiri. https://t.co/v4qMiMRXaG""",,,,
"274","""Pelatihan Prakerja by The Bencoolen Coffee telah diikuti oleh 34.000 alumni kartu prakerja. Untuk kalian yang ingin menjadi wirausaha di bidang kopi kekinian tim kami akan membimbing kalian sampai bisa membuka usaha kalian sendiri. https://t.co/sLWuEeR5G9""",,,,
"275","""Pelatihan Prakerja by The Bencoolen Coffee telah diikuti oleh 34.000 alumni kartu prakerja. Untuk kalian yang ingin menjadi wirausaha di bidang kopi kekinian tim kami akan membimbing kalian sampai bisa membuka usaha kalian sendiri. https://t.co/gl9SKclsQ7""",,,,
"276","""Hallo everyone Kartu prakerja gelombang 66 dibuka nih yuk daftarkan diri km dan ajak juga kerabat/teman buat daftar karna banyak manfaatnya. Untuk info lebih lanjut bisa WA/DM aku ya karna akan di bantu jika ada pertanyaan atau kendala secara gratis #zonauang #jumatberkah https://t.co/XJYR0bYqL3""",,,,
"277","""lagi gapyear! kaya gini enaknya ikutan prakerja ya? kalo di bandung bisa ikut prakerja apa aja? harus bikin kartu prakerja ya?""",,,,
"278","""@perubahanwajib @momon_garuk44 Itu dia kenapa sy gk dapat hati kecil sih berharap dapat. Gerbang perumahan saya depannya kantor balai desa. Bansos rasdog pip kartu prakerja blm pernah sy rasakan. Subsidi pemerintah tuh cuma kpr bbm dan gas 3kg""",,,,
"279","""@Boediantar4 Kartu prakerja ada...KIP ad ...yg gaak ada yg gak dapet kalee""",,,,
"280","""@worksfess Ikut pelatihan di BPVP BLK PKK PKW atau Kartu Prakerja. Penting harus nambah skill set yang dibutuhkan dunia kerja. Misal kayak bikin formula di Ms. Excel design di Canva dan komunikasi.""",,,,
"281","""Siap-siap Prakerja Gelombang 66 Dibuka Besok Segera Daftar dan Dapatkan Insentif Dana Rp700 Ribu #KartuPrakerja https://t.co/lUKZsmeAtq""",,,,
"282","""Simak inilah cara daftar Kartu Prakerja gelombang 66 yang akan dibuka besok Jumat (19/4/2024): https://t.co/dR6EZSDA4s""",,,,
"283","""Jangan lewatkan Program Kartu PrakerjaÂ untuk pencari kerja pekerja atau buruh yang terkena pemutusan hubungan kerja dan membutuhkan peningkatan kompetensi termasuk pelaku usaha mikro dan kecil. https://t.co/lWFJRQK1GV""",,,,
